"","centralis","crenulatum","hirsuta","microtis","nigricans","parnellii","bilineata","leptura"
"733",0,0,1,0,0,0,0,0
"734",0,0,0,1,0,0,0,0
"735",0,0,0,0,1,0,0,0
"736",0,0,0,0,1,0,0,1
"737",0,0,0,0,0,0,0,1
"738",0,0,1,0,0,0,0,0
"739",0,0,0,0,0,0,1,0
"740",0,0,0,0,0,0,0,2
"741",0,0,0,0,1,0,0,0
"742",0,0,0,1,0,0,0,0
"743",0,0,0,0,1,0,0,0
"744",0,0,0,0,1,0,0,0
"745",0,0,0,1,0,0,0,0
"746",0,0,0,0,1,0,0,0
"747",0,0,0,0,0,0,0,1
"748",0,0,0,0,0,0,0,1
"749",1,0,0,0,0,0,0,0
"750",0,0,1,0,0,0,0,0
"751",0,0,0,1,0,0,0,0
"752",0,0,0,0,1,0,0,0
"753",1,0,0,0,1,0,0,0
"754",1,0,0,0,0,0,0,0
"755",0,0,0,0,1,0,0,1
"756",0,0,0,0,0,0,0,2
"757",1,0,0,0,0,0,0,0
"758",0,1,0,0,0,0,0,0
"759",0,0,0,0,0,0,0,1
"760",0,0,0,0,1,0,0,0
"761",0,0,0,0,1,0,0,0
"762",0,0,0,0,1,0,0,0
"763",0,0,0,0,1,0,0,0
"764",0,0,0,0,1,0,0,0
"765",1,0,0,0,0,0,0,0
"766",0,0,0,0,0,0,0,1
"767",0,0,0,0,1,0,0,0
"768",0,0,0,0,0,0,0,1
"769",0,0,0,0,0,0,0,1
"770",0,0,0,0,0,0,0,1
"771",0,0,0,0,0,0,1,0
"772",0,0,0,0,0,0,0,1
"773",0,0,0,0,0,1,0,0
"774",0,0,0,0,0,0,0,1
"775",0,0,0,0,1,0,0,0
"776",0,0,0,0,4,0,0,0
"777",0,0,0,0,1,0,0,0
"778",0,0,0,0,1,0,0,0
"779",0,0,0,0,0,0,0,1
"780",0,0,0,0,0,0,0,1
"781",0,0,0,0,1,0,0,0
"782",0,1,0,0,0,0,0,0
"783",0,0,0,0,0,0,0,2
"784",0,1,0,0,0,0,0,0
"785",1,0,0,0,0,0,0,0
"786",0,0,0,0,1,0,0,0
"787",0,0,0,0,0,0,0,1
"788",0,0,0,0,1,0,0,0
"789",1,0,0,0,1,0,1,0
"790",0,1,0,0,0,0,0,0
"791",0,0,0,0,1,0,0,0
"792",0,0,0,1,0,0,0,0
"793",0,0,0,0,0,0,0,1
"794",0,0,0,0,1,0,0,0
"795",0,0,0,0,1,0,0,0
"796",0,0,0,0,0,0,0,1
"797",0,0,0,0,1,0,0,0
"798",0,0,0,1,0,0,0,0
"799",1,0,0,0,1,0,0,0
"800",0,0,0,0,1,0,0,0
"801",0,0,0,0,1,0,0,0
"802",0,0,0,0,1,0,0,0
"803",0,0,0,0,1,0,0,0
"804",0,0,0,0,0,0,0,1
"805",0,0,0,0,1,0,0,0
"806",0,0,0,0,0,1,0,0
"807",0,0,0,0,1,0,0,0
"808",0,0,0,1,0,0,0,0
"809",0,0,0,0,0,0,0,1
"810",0,0,0,0,0,0,0,1
"811",0,0,0,1,0,0,0,0
"812",0,0,0,0,0,0,0,1
"813",0,0,0,0,1,0,0,0
"814",0,0,0,0,0,0,0,1
"815",0,0,0,0,1,0,0,0
"816",0,0,0,0,0,0,0,1
"817",0,0,0,0,1,0,0,0
"818",0,0,0,0,1,0,0,0
"819",0,0,0,0,1,0,0,0
"820",0,0,0,0,1,0,0,0
"821",0,0,0,0,1,0,0,0
"822",0,0,0,0,1,0,0,0
"823",0,1,0,0,0,0,0,0
"824",0,0,0,1,0,0,0,0
"825",0,0,0,1,0,0,0,0
"826",0,0,0,0,1,0,0,0
"827",0,0,0,0,1,0,0,0
"828",0,0,0,0,1,0,0,0
"829",0,0,0,0,0,0,0,1
"830",0,0,0,0,0,0,0,1
"831",0,0,0,1,0,0,0,0
"832",0,0,0,0,1,0,0,0
"833",1,0,0,0,0,0,0,0
